Straßennummer,Straßenname,Ortsbezirk,Stadtteil Name,Stadtbezirk,Stadtbezirksvorst,Schiedsleutebezirk,Sozialrathaus Name,Polizeirevier,Postleitzahl,Address,Latitude,Longitude,class,type
3307,Am Galgenberg,4,Bornheim,272,4.22,4,Ost,6.0,60385,Am Galgenberg 60385 Frankfurt,50.1372349,8.7140444,highway,way
3307,Am Galgenberg,4,Bornheim,272,4.22,4,Ost,6.0,60389,Am Galgenberg 60389 Frankfurt,50.1372349,8.7140444,highway,way
3307,Am Galgenberg,4,Bornheim,290,4.22,4,Ost,6.0,60386,Am Galgenberg 60386 Frankfurt,50.1372349,8.7140444,highway,way
111,Am Gansbühel,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Am Gansbühel 60386 Frankfurt,50.1273271,8.7663143,highway,way
112,Am Geistpförtchen,1,Altstadt,10,1.01,1,Ost,1.0,60311,Am Geistpförtchen 60311 Frankfurt,50.109541,8.6838542,highway,way
113,Am Gemeindegarten,6,Griesheim,541,6.39,6A,Gallus,16.0,65933,Am Gemeindegarten 65933 Frankfurt,50.0939391,8.6084568,highway,way
3027,Am Ginnheimer Hang,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Am Ginnheimer Hang 60431 Frankfurt,50.1462664,8.6473793,highway,way
3145,Am Ginnheimer Wäldchen,9,Ginnheim,441,9.67,9,Nord,14.0,60431,Am Ginnheimer Wäldchen 60431 Frankfurt,50.1452802,8.6437726,highway,way
2932,Am Gisisberg (Wohnplatz),16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Gisisberg (Wohnplatz) 60388 Frankfurt,,,,
114,Am Goldsteinpark,6,Schwanheim,532,6.37,6A,Sachsenhausen,10.0,60529,Am Goldsteinpark 60529 Frankfurt,50.0833264,8.6085195,highway,way
115,Am Graben,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Am Graben 60529 Frankfurt,50.0853682,8.5822013,highway,way
117,Am Großen Berge,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Am Großen Berge 60431 Frankfurt,50.1381688,8.650989,highway,way
118,Am Grünen Graben,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Am Grünen Graben 60433 Frankfurt,50.1640952,8.6566051,highway,way
119,Am Grünhof,2,Westend-Nord,192,2.09,2,Dornbusch,12.0,60320,Am Grünhof 60320 Frankfurt,50.1358908,8.6701662,highway,way
2840,Am Günthersbrunnen,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Günthersbrunnen 60388 Frankfurt,50.1562038,8.7545472,highway,way
2671,Am Hang,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Am Hang 60437 Frankfurt,50.1867931,8.6476799,highway,way
2672,Am Hasensprung,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Am Hasensprung 60437 Frankfurt,50.1852486,8.637313,highway,way
120,Am Hauptbahnhof,1,Gallus,152,1.06,1,Gallus,4.0,60329,Am Hauptbahnhof 60329 Frankfurt,50.1071922,8.6653033,highway,way
3755,Am Heddernheimer Gaswerk,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Am Heddernheimer Gaswerk 60439 Frankfurt,,,,
3705,Am Henninger Turm,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Am Henninger Turm 60599 Frankfurt,50.0970614,8.6963531,highway,way
121,Am Hennsee,11,Fechenheim,520,11.78,11,Ost,18.0,60386,Am Hennsee 60386 Frankfurt,50.123112,8.7675192,highway,way
122,Am Herrenhof,10,Berkersheim,500,10.74,10,Nord,14.0,60435,Am Herrenhof 60435 Frankfurt,50.1723199,8.6954752,highway,way
2842,Am Hessen-Center,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Hessen-Center 60388 Frankfurt,50.1422701,8.7527603,highway,way
2841,Am Hessenborn,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Hessenborn 60388 Frankfurt,50.1533071,8.7497302,highway,way
3598,Am Himmerich,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Am Himmerich 60438 Frankfurt,50.1794526,8.6283177,highway,way
2609,Am Hirtenacker,7,Hausen,410,7.58,7,Bockenheim,11.0,60488,Am Hirtenacker 60488 Frankfurt,50.1388355,8.6223275,highway,way
123,Am Hochwehr,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Am Hochwehr 60431 Frankfurt,50.1431522,8.6535016,highway,way
124,Am Hofgut,7,Praunheim,422,7.59,7,Bockenheim,14.0,60488,Am Hofgut 60488 Frankfurt,50.1467371,8.6132256,highway,way
2803,Am Hofgut Goldstein,6,Schwanheim,532,6.37,6A,Sachsenhausen,10.0,60529,Am Hofgut Goldstein 60529 Frankfurt,50.084014550000006,8.613834654026942,highway,way
3306,Am Hohen Markstein,4,Bornheim,272,4.22,4,Ost,6.0,60389,Am Hohen Markstein 60389 Frankfurt,50.1374441,8.7103986,highway,way
126,Am Hohen Weg,7,Hausen,410,7.58,7,Bockenheim,11.0,60488,Am Hohen Weg 60488 Frankfurt,50.1354626,8.6253061,highway,way
2598,Am Hohlacker,10,Berkersheim,500,10.74,10,Nord,14.0,60435,Am Hohlacker 60435 Frankfurt,50.1730096,8.6987784,highway,way
3334,Am Höhstock,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Am Höhstock 60433 Frankfurt,50.163016,8.6644662,highway,way
3280,Am Höllenberg,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Am Höllenberg 60437 Frankfurt,50.1865126,8.6337032,highway,way
2754,Am Hollerbusch,15,Nieder-Eschbach,670,15.82,15,Nord,14.0,60437,Am Hollerbusch 60437 Frankfurt,50.1961069,8.6708705,highway,way
3053,Am Hollgraben,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Hollgraben 60388 Frankfurt,50.1584926,8.7674171,highway,way
3006,Am Höllsteg,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Am Höllsteg 60437 Frankfurt,50.2070479,8.7092061,highway,way
128,Am Honigberg,10,Berkersheim,500,10.74,10,Nord,14.0,60435,Am Honigberg 60435 Frankfurt,50.1715311,8.6971445,highway,way
2673,Am Hopfenbrunnen,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Am Hopfenbrunnen 60437 Frankfurt,50.1907431,8.6348074,highway,way
129,Am Hopfengarten,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Am Hopfengarten 60489 Frankfurt,50.1228241,8.6086605,highway,way
130,Am Hühnerberg,6,Nied,561,6.42,6A,Höchst,17.0,65934,Am Hühnerberg 65934 Frankfurt,50.1015431,8.5628144,highway,way
131,Am Industriehof,7,Bockenheim,343,7.57,2,Bockenheim,11.0,60487,Am Industriehof 60487 Frankfurt,50.1296431,8.623097,highway,way
3389,Am Jessenapfel,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Am Jessenapfel 60435 Frankfurt,50.1548708,8.7002618,highway,way
3031,Am Kalten Berg,10,Berkersheim,500,10.74,10,Nord,14.0,60435,Am Kalten Berg 60435 Frankfurt,50.1705466,8.6968115,highway,way
132,Am Kapellenberg,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Am Kapellenberg 65936 Frankfurt,50.1177294,8.5621063,highway,way
133,Am Kappelgarten,11,Seckbach,390,11.75,11,Ost,6.0,60389,Am Kappelgarten 60389 Frankfurt,50.146939599999996,8.728499249681976,highway,way
2978,Am Kiesberg,6,Schwanheim,532,6.37,6A,Sachsenhausen,10.0,60529,Am Kiesberg 60529 Frankfurt,50.0835149,8.6017667,highway,way
134,Am Kirchberg,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60431,Am Kirchberg 60431 Frankfurt,50.1551301,8.6556329,highway,way
135,Am Kirchholz,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Am Kirchholz 60529 Frankfurt,50.0844992,8.5827849,highway,way
3384,Am Klarapfel,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Am Klarapfel 60435 Frankfurt,50.1555958,8.7000204,highway,way
2641,Am Klingelborn,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Am Klingelborn 60437 Frankfurt,50.1981013,8.7163769,highway,way
2843,Am Königshof,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Königshof 60388 Frankfurt,50.1545772,8.7557053,highway,way
136,Am Köstrich,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Am Köstrich 60489 Frankfurt,50.1264689,8.6127183,highway,way
137,Am Kreuz,6,Sossenheim,632,6.54,6C,Höchst,17.0,65936,Am Kreuz 65936 Frankfurt,50.1214739,8.5671075,highway,way
138,Am Kunzengarten,6,Sossenheim,632,6.54,6C,Höchst,17.0,65936,Am Kunzengarten 65936 Frankfurt,50.1203281,8.5683871,highway,way
139,Am Lachgraben,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Am Lachgraben 65931 Frankfurt,50.08528,8.5157846,highway,way
3313,Am Lausberg,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Am Lausberg 60435 Frankfurt,50.158435,8.6935979,highway,way
2755,Am Lehenweg,15,Nieder-Eschbach,670,15.82,15,Nord,14.0,60437,Am Lehenweg 60437 Frankfurt,50.1989348,8.675072,highway,way
141,Am Leinritt,11,Fechenheim,520,11.78,11,Ost,18.0,60386,Am Leinritt 60386 Frankfurt,50.1234878,8.7710386,highway,way
142,Am Leisrain,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Am Leisrain 65936 Frankfurt,50.1120204,8.5547758,highway,way
143,Am Leonhardsbrunn,2,Bockenheim,362,2.12,2,Bockenheim,13.0,60487,Am Leonhardsbrunn 60487 Frankfurt,50.1270489,8.6530184,highway,way
144,Am Leonhardstor,1,Altstadt,10,1.01,1,Ost,1.0,60311,Am Leonhardstor 60311 Frankfurt,50.108958,8.6798111,highway,way
145,Am Lindenbaum,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,Am Lindenbaum 60433 Frankfurt,50.1552184,8.665749,highway,way
146,Am Lindenfeld,6,Griesheim,552,6.41,6A,Gallus,16.0,65933,Am Lindenfeld 65933 Frankfurt,50.1028546,8.5953138,highway,way
147,Am Lohrberg,11,Seckbach,390,11.75,11,Ost,6.0,60389,Am Lohrberg 60389 Frankfurt,50.1462843,8.7235087,highway,way
2982,Am Lohwald,7,Hausen,410,7.58,7,Bockenheim,11.0,60488,Am Lohwald 60488 Frankfurt,50.1390283,8.6253006,highway,way
3562,Am Luftbrückendenkmal,5,Flughafen,329,5.34,5A,Sachsenhausen,19.0,60549,Am Luftbrückendenkmal 60549 Frankfurt,50.0338289,8.5918885,highway,way
148,Am Mainbörnchen,11,Fechenheim,520,11.78,11,Ost,18.0,60386,Am Mainbörnchen 60386 Frankfurt,50.1217863,8.7725215,highway,way
149,Am Mainplacken,6,Nied,561,6.42,6A,Höchst,16.0,65934,Am Mainplacken 65934 Frankfurt,50.0983745,8.571382,highway,way
2674,Am Markstein,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Am Markstein 60437 Frankfurt,50.1853867,8.6324605,highway,way
2945,Am Martinszehnten,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Am Martinszehnten 60437 Frankfurt,50.190727,8.6532529,highway,way
2844,Am Michlersbrunnen,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Michlersbrunnen 60388 Frankfurt,50.1564272,8.7556129,highway,way
2845,Am Mispelbusch,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Mispelbusch 60388 Frankfurt,50.1541706,8.7611196,highway,way
3122,Am Mittelpfad,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Am Mittelpfad 60437 Frankfurt,50.208695,8.7022084,highway,way
151,Am Mühlgarten,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Am Mühlgarten 60431 Frankfurt,50.1455388,8.651041,highway,way
152,Am Mühlgewann,6,Griesheim,542,6.4,6A,Gallus,16.0,65933,Am Mühlgewann 65933 Frankfurt,50.0968732,8.6108605,highway,way
153,Am Mühlkanal,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Am Mühlkanal 60599 Frankfurt,50.1007539,8.7010406,highway,way
2977,Am Naßgewann (Liederbach),6,Unterliederbach,623,6.51,6C,Höchst,17.0,65929,Am Naßgewann (Liederbach) 65929 Frankfurt,,,,
154,Am Neuenberg,10,Berkersheim,500,10.74,10,Nord,14.0,60435,Am Neuenberg 60435 Frankfurt,50.1659758,8.6900947,highway,way
155,Am Neufeld,6,Griesheim,542,6.4,6A,Gallus,16.0,65933,Am Neufeld 65933 Frankfurt,50.1121243,8.597403,highway,way
2606,Am Niddatal,7,Hausen,410,7.58,7,Bockenheim,11.0,60488,Am Niddatal 60488 Frankfurt,50.1379947,8.6192673,highway,way
157,Am Niedwald,6,Griesheim,542,6.4,6A,Gallus,16.0,65933,Am Niedwald 65933 Frankfurt,50.1114939,8.5955116,highway,way
3312,Am Nonnenhof,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Am Nonnenhof 60435 Frankfurt,50.1562297,8.6934818,highway,way
158,Am Oberforsthaus,5,Sachsenhausen-S.,325,5.34,5A,Sachsenhausen,10.0,60528,Am Oberforsthaus 60528 Frankfurt,50.0788855,8.6574495,highway,way
2675,Am Oberschlag,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Am Oberschlag 60437 Frankfurt,50.1882481,8.6463694,highway,way
2957,Am Ohlenstück,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Am Ohlenstück 60437 Frankfurt,50.2037126,8.7032808,highway,way
162,Am Pfingstlohr,11,Seckbach,390,11.75,11,Ost,6.0,60389,Am Pfingstlohr 60389 Frankfurt,50.1502693,8.7250335,highway,way
3056,Am Pohlsberg,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Pohlsberg 60388 Frankfurt,50.1577731,8.7669566,highway,way
2628,Am Poloplatz,5,Niederrad,373,5.36,5B,Sachsenhausen,10.0,60528,Am Poloplatz 60528 Frankfurt,50.0742133,8.6400137,highway,way
163,Am Posthorn,2,Bockenheim,344,2.14,2,Bockenheim,11.0,60486,Am Posthorn 60486 Frankfurt,50.1198835,8.6198509,highway,way
2846,Am Rebenborn,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Rebenborn 60388 Frankfurt,50.152006,8.7473203,highway,way
3431,Am Reinhardshof,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Am Reinhardshof 60437 Frankfurt,50.2069148,8.7052307,highway,way
164,Am Riederbruch,11,Riederwald,262,11.76,11,Ost,18.0,60386,Am Riederbruch 60386 Frankfurt,50.125941,8.7249403,highway,way
3140,Am Riedgraben,4,Bornheim,290,4.22,4,Ost,6.0,60386,Am Riedgraben 60386 Frankfurt,50.1391591,8.7281143,highway,way
3254,Am Riedsteg,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Am Riedsteg 60437 Frankfurt,50.2101848,8.7032454,highway,way
165,Am Rödelheimer Wehr,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Am Rödelheimer Wehr 60489 Frankfurt,50.1247761,8.6132083,highway,way
2710,Am Römerbrunnen,14,Harheim,660,14.81,14,Nord,14.0,60437,Am Römerbrunnen 60437 Frankfurt,50.1865131,8.701021,highway,way
166,Am Römerhof,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Am Römerhof 60486 Frankfurt,50.1153157,8.6286262,highway,way
168,Am Rosenberg,6,Nied,561,6.42,6A,Höchst,17.0,65934,Am Rosenberg 65934 Frankfurt,50.1027388,8.5592742,highway,way
169,Am Rosengarten,6,Nied,561,6.42,6A,Höchst,16.0,65934,Am Rosengarten 65934 Frankfurt,50.0987985,8.5728579,highway,way
170,Am Roten Graben,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Am Roten Graben 60386 Frankfurt,50.1390089,8.7756341,amenity,node
167,Am Rötheneck,4,Bornheim,272,4.22,4,Ost,6.0,60385,Am Rötheneck 60385 Frankfurt,50.1323319,8.7115426,highway,way
172,Am Ruhestein,6,Schwanheim,532,6.37,6A,Sachsenhausen,10.0,60529,Am Ruhestein 60529 Frankfurt,50.0856919,8.5987981,highway,way
171,Am Rütschlehen,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Am Rütschlehen 60386 Frankfurt,50.1250216,8.7624785,highway,way
173,Am Saalenbusch,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Am Saalenbusch 60386 Frankfurt,50.1251537,8.7639482,highway,way
2994,Am Salusbach,6,Sossenheim,632,6.54,6C,Höchst,17.0,65936,Am Salusbach 65936 Frankfurt,50.1198864,8.568888,highway,way
174,Am Salzhaus,1,Innenstadt,40,1.03,1,Ost,1.0,60311,Am Salzhaus 60311 Frankfurt,50.1119432,8.6771759,highway,way
2088,Am Sandberg,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Am Sandberg 60599 Frankfurt,50.0937605,8.6996339,highway,way
2642,Am Satz,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Am Satz 60437 Frankfurt,50.2059149,8.715691,highway,way
3136,Am Sausee,11,Seckbach,390,11.75,11,Ost,6.0,60388,Am Sausee 60388 Frankfurt,50.1354928,8.7273378,highway,way
3136,Am Sausee,11,Seckbach,390,11.75,11,Ost,18.0,60386,Am Sausee 60386 Frankfurt,50.1354928,8.7273378,highway,way
176,Am Schieferstein,10,Berkersheim,500,10.74,10,Nord,14.0,60435,Am Schieferstein 60435 Frankfurt,50.1660738,8.6913509,highway,way
177,Am Schießrain,11,Seckbach,390,11.75,11,Ost,6.0,60389,Am Schießrain 60389 Frankfurt,50.1443444,8.7282552,highway,way
3282,Am Schlittenberg,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Am Schlittenberg 60437 Frankfurt,50.1853384,8.6358975,highway,way
178,Am Schwalbenschwanz,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60431,Am Schwalbenschwanz 60431 Frankfurt,50.1503979,8.6633662,highway,way
3154,Am Seckbacher Preul,11,Seckbach,390,11.75,11,Ost,6.0,60389,Am Seckbacher Preul 60389 Frankfurt,50.1423437,8.729004,highway,way
3156,Am Seckbacher Ried,11,Seckbach,390,11.75,11,Ost,6.0,60388,Am Seckbacher Ried 60388 Frankfurt,50.1442578,8.7399835,highway,way
2954,Am Seedamm,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Am Seedamm 60489 Frankfurt,50.1279018,8.5994928,highway,way
181,Am Selzerbrunnen,6,Nied,562,6.43,6A,Höchst,16.0,65934,Am Selzerbrunnen 65934 Frankfurt,50.1078685,8.5813474,highway,way
182,Am Siechen,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Am Siechen 60529 Frankfurt,50.0853447,8.5754143,highway,way
3004,Am Siegesbaum,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Am Siegesbaum 60437 Frankfurt,50.2061353,8.7073059,highway,way
185,Am Spritzenhaus,7,Hausen,410,7.58,7,Bockenheim,11.0,60488,Am Spritzenhaus 60488 Frankfurt,50.1323816,8.6227332,highway,way
2740,Am Sprudel,15,Nieder-Eschbach,670,15.82,15,Nord,14.0,60437,Am Sprudel 60437 Frankfurt,50.1994095,8.6777735,highway,way
187,Am Städelshof,1,Innenstadt,70,1.01,1,Ost,1.0,60311,Am Städelshof 60311 Frankfurt,,,,
186,Am Stadtpark,6,Höchst,580,6.45,6C,Höchst,17.0,65929,Am Stadtpark 65929 Frankfurt,50.1092449,8.5577976,highway,way
2643,Am Steinberg,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Am Steinberg 60437 Frankfurt,50.2021415,8.7137339,highway,way
188,Am Steinernen Kreuz,6,Griesheim,542,6.4,6A,Gallus,16.0,65933,Am Steinernen Kreuz 65933 Frankfurt,50.1023268,8.5977985,highway,way
189,Am Steinernen Stock,9,Dornbusch,463,9.69,9,Dornbusch,12.0,60320,Am Steinernen Stock 60320 Frankfurt,50.1373178,8.6807674,highway,way
191,Am Stiegelschlag,4,Bornheim,272,4.22,4,Ost,6.0,60385,Am Stiegelschlag 60385 Frankfurt,50.1326733,8.7149694,highway,way
192,Am Stockborn,8,Praunheim,426,8.62,7,Nord,14.0,60439,Am Stockborn 60439 Frankfurt,50.1540004,8.6249843,highway,way
193,Am Strandbad Höchst,6,Höchst,580,6.45,6C,Höchst,17.0,65934,Am Strandbad Höchst 65934 Frankfurt,50.1067771,8.5626699,highway,way
195,Am Tiergarten,4,Ostend,251,4.25,4,Ost,5.0,60316,Am Tiergarten 60316 Frankfurt,50.1145178,8.7026883,highway,way
196,Am Traubengarten,10,Berkersheim,500,10.74,10,Nord,14.0,60435,Am Traubengarten 60435 Frankfurt,50.1744688,8.6962748,highway,way
197,Am Treutengraben,7,Praunheim,424,7.6,7,Bockenheim,14.0,60488,Am Treutengraben 60488 Frankfurt,50.1422813,8.6228033,highway,way
199,Am Ulmenrück,10,Frankfurter Berg,492,10.71,10,Nord,14.0,60433,Am Ulmenrück 60433 Frankfurt,50.1675808,8.6855828,highway,way
3638,Am Ulmenstückweg,11,Seckbach,390,11.75,11,Ost,6.0,60388,Am Ulmenstückweg 60388 Frankfurt,50.1397679,8.7254276,highway,way
3638,Am Ulmenstückweg,11,Seckbach,390,11.75,11,Ost,6.0,60389,Am Ulmenstückweg 60389 Frankfurt,50.1397679,8.7254276,highway,way
200,Am Urselbach,8,Niederursel,481,8.63,8,Nord,14.0,60439,Am Urselbach 60439 Frankfurt,50.1685912,8.6203339,highway,way
2847,Am Villaberg,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Villaberg 60388 Frankfurt,50.1534271,8.7534802,highway,way
2848,Am Vogelherd,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Vogelherd 60388 Frankfurt,50.1540371,8.7521742,highway,way
2849,Am Waldacker,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Waldacker 60388 Frankfurt,50.142664,8.7515536,highway,way
3298,Am Wäldchen,6,Höchst,570,6.44,6C,Höchst,17.0,65929,Am Wäldchen 65929 Frankfurt,50.1129926,8.5493509,highway,way
2966,Am Waldgraben,6,Schwanheim,532,6.37,6A,Sachsenhausen,10.0,60529,Am Waldgraben 60529 Frankfurt,50.0785865,8.6055234,highway,way
3542,Am Wasserpark,3,Nordend-Ost,222,3.18,3,Ost,6.0,60389,Am Wasserpark 60389 Frankfurt,50.1378849,8.6994519,highway,way
3706,Am Wassertempel,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Am Wassertempel 60599 Frankfurt,50.098281,8.6943748,highway,way
202,Am Wasserturm,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Am Wasserturm 60435 Frankfurt,50.1467852,8.6939928,highway,way
203,Am Weidenbaum,6,Griesheim,541,6.39,6A,Gallus,16.0,65933,Am Weidenbaum 65933 Frankfurt,50.091021,8.6127716,highway,way
204,Am Weidenbusch,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Am Weidenbusch 60431 Frankfurt,50.1459412,8.6615319,highway,way
205,Am Weidenwörth,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Am Weidenwörth 60529 Frankfurt,50.0894374,8.5767411,highway,way
206,Am Weigelsgarten,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Am Weigelsgarten 60433 Frankfurt,50.1646699,8.655739,highway,way
207,Am Weimarfloß,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Am Weimarfloß 60431 Frankfurt,50.1460791,8.6508512,highway,way
208,Am Weingarten,2,Bockenheim,361,2.12,2,Bockenheim,13.0,60487,Am Weingarten 60487 Frankfurt,50.122835,8.6472277,highway,way
2676,Am Weißberg,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Am Weißberg 60437 Frankfurt,50.1911055,8.6339558,highway,way
209,Am Weißen Stein,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60431,Am Weißen Stein 60431 Frankfurt,50.1561451,8.657305,highway,way
209,Am Weißen Stein,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Am Weißen Stein 60433 Frankfurt,50.1563059,8.6574572,highway,way
2850,Am Weißen Turm,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Weißen Turm 60388 Frankfurt,50.156379,8.749982,highway,way
2677,Am Weißkirchener Berg,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Am Weißkirchener Berg 60437 Frankfurt,50.1885815,8.6309296,highway,way
210,Am Wendelsgarten,10,Bonames,491,10.7,10,Nord,14.0,60437,Am Wendelsgarten 60437 Frankfurt,50.1838783,8.6660835,highway,way
2711,Am Wetterhahn,14,Harheim,660,14.81,14,Nord,14.0,60437,Am Wetterhahn 60437 Frankfurt,50.1866279,8.6934504,highway,way
211,Am Wiesenhof,6,Schwanheim,532,6.37,6A,Sachsenhausen,10.0,60529,Am Wiesenhof 60529 Frankfurt,50.0828542,8.6169862,highway,way
212,Am Wiesenrain,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Am Wiesenrain 60431 Frankfurt,50.1442608,8.6475444,highway,way
2967,Am Wildpfad,6,Schwanheim,532,6.37,6A,Sachsenhausen,10.0,60529,Am Wildpfad 60529 Frankfurt,50.0786527,8.6065135,highway,way
3350,Am Wingert,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Am Wingert 60437 Frankfurt,50.1905532,8.6405262,highway,way
213,Am Wingertsgrund,6,Griesheim,541,6.39,6A,Gallus,16.0,65933,Am Wingertsgrund 65933 Frankfurt,50.091861,8.6133828,highway,way
2678,Am Zedernholz,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Am Zedernholz 60437 Frankfurt,50.1855833,8.6525048,highway,way
214,Am Ziehgraben,7,Hausen,410,7.58,7,Bockenheim,11.0,60488,Am Ziehgraben 60488 Frankfurt,50.1382508,8.6216019,highway,way
3204,Amaliestraße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Amaliestraße 60388 Frankfurt,50.1538737,8.7448741,highway,way
3615,Ambronenpfad,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Ambronenpfad 65929 Frankfurt,50.1134404,8.5405841,highway,way
3552,Amelia-Mary-Earhart-Straße,5,Flughafen,327,5.34,5A,Sachsenhausen,19.0,60549,Amelia-Mary-Earhart-Straße 60549 Frankfurt,50.055046,8.5935818,highway,way
150,Ammelburgstraße,9,Dornbusch,463,9.69,9,Dornbusch,12.0,60320,Ammelburgstraße 60320 Frankfurt,50.1384751,8.6760945,highway,way
159,Amöneburger Straße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,Amöneburger Straße 60433 Frankfurt,50.1551843,8.6687191,highway,way
160,Amorbacher Weg,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Amorbacher Weg 60599 Frankfurt,50.0926377,8.6923503,highway,way
161,Ampèrestraße,2,Bockenheim,344,2.14,2,Bockenheim,11.0,60486,Ampèrestraße 60486 Frankfurt,50.1183666,8.6203377,highway,way
180,Amselweg,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Amselweg 65929 Frankfurt,50.1048121,8.5326398,highway,way
198,Amtsgasse,6,Höchst,580,6.45,6C,Höchst,17.0,65929,Amtsgasse 65929 Frankfurt,50.1014168,8.5531066,highway,way
3194,An den Bangerten,7,Bockenheim,343,7.57,2,Bockenheim,11.0,60487,An den Bangerten 60487 Frankfurt,50.12442,8.6335745,highway,way
